,Symbol,Name,Industry,IndustryCode
1274,COLL,Collegium Pharmaceutical Inc,제약,562010
1275,HAYN,Haynes International Inc,메탈&마이닝,512010
1276,IPSC,Century Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1277,NVTS,Navitas Semiconductor Corp,반도체 및 반도체 장비,571010
1278,RGP,Resources Connection Inc,전문 및 상업 서비스,522030
1279,CAC,Camden National Corp,은행,551010
1280,WIFI,Boingo Wireless Inc,통신 서비스,574010
1281,MTLS,Materialise NV ADR,소프트웨어 및 IT서비스,572010
1282,RPAY,Repay Holdings Corp Class A,전문 및 상업 서비스,522030
1283,NRIX,Nurix Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1284,MSBI,Midland States Bancorp Inc,은행,551010
1285,LCA,Landcadia Holdings IV Inc Class A,기타 금융업,556010
1286,DWAC,Digital World Acquisition Corp Class A,기타 금융업,556010
1287,CCB,Coastal Financial Corp (EVERETT),은행,551010
1288,PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
1289,QNST,Quinstreet Inc,소프트웨어 및 IT서비스,572010
1290,CNSL,Consolidated Communications Holdings Inc,통신 서비스,574010
1291,BBSI,Barrett Business Services Inc,전문 및 상업 서비스,522030
1292,LQDT,Liquidity Services Inc,소프트웨어 및 IT서비스,572010
1293,VMEO,Vimeo Inc,소프트웨어 및 IT서비스,572010
1294,NKTX,Nkarta Inc,생명과학 및 메디컬 리서치,562020
1295,FCBC,First Community Bankshares Inc,은행,551010
1296,CVGW,Calavo Growers Inc,식품 및 담배,541020
1297,ALT,Altimmune Inc,생명과학 및 메디컬 리서치,562020
1298,VEON,VEON Ltd ADR,통신 서비스,574010
1299,YORW,York Water Co,수도 유틸리티,591030
1300,SLGC,Somalogic Inc Class A,생명과학 및 메디컬 리서치,562020
1301,ESPR,Esperion Therapeutics Inc,제약,562010
1302,CSII,Cardiovascular Systems Inc,헬스케어 장비 및 용품,561010
1303,VSEC,VSE Corp,우주항공 및 국방,521010
1304,BFST,Business First Bancshares Inc,은행,551010
1305,ABST,Absolute Software Corp,소프트웨어 및 IT서비스,572010
1306,MYPS,Playstudios Inc Class A,소프트웨어 및 IT서비스,572010
1307,CGEM,Cullinan Oncology Inc,생명과학 및 메디컬 리서치,562020
1308,SVFAU,SVF Investment Units,기타 금융업,556010
1309,PAHC,Phibro Animal Health Corp Class A,제약,562010
1310,RMGC,RMG Acquisition Corp III Class A,기타 금융업,556010
1311,DSGR,Distribution Solutions Group Inc,"건설장비 및 대형차, 기차, 배",521020
1312,QRTEP,Qurate Retail 8 0 Cumulative Redeemable Pref Shs,다양한 소매업,534020
1313,VNDA,Vanda Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1314,MVIS,MicroVision Inc,전자 장비 및 부품,571040
1315,CMAX,CareMax Inc Class A,헬스케어 업체 및 서비스,561020
1316,SNBR,Sleep Number Corp,가정용품,532040
1317,TSVT,2Seventy Bio Inc,생명과학 및 메디컬 리서치,562020
1318,INAQ,Insu Acquisition Corp II Class A,기타 금융업,556010
1319,HBT,HBT Financial Inc,은행,551010
1320,EBIX,Ebix Inc,소프트웨어 및 IT서비스,572010
1321,EWTX,Edgewise Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1322,CTIC,CTI Biopharma Corp,생명과학 및 메디컬 리서치,562020
1323,HIIIU,Hudson Executive Investment III Unit,기타 금융업,556010
1324,HLTH,Cue Health Inc,소프트웨어 및 IT서비스,572010
1325,DOMO,Domo Inc Class B,소프트웨어 및 IT서비스,572010
1326,CCBG,Capital City Bank Group Inc,은행,551010
1327,BVS,Bioventus Inc Class A,헬스케어 장비 및 용품,561010
1328,IMGO,Imago BioSciences Inc,생명과학 및 메디컬 리서치,562020
1329,FEAM,5E Advanced Materials Inc,메탈&마이닝,512010
1330,FFIC,Flushing Financial Corp,은행,551010
1331,CRBU,Caribou Biosciences Inc,생명과학 및 메디컬 리서치,562020
1332,TRMR,Tremor International Ltd ADR,미디어 및 출판,533020
1333,VINP,Vinci Partners Investments Ltd Class A,투자은행 및 서비스,551020
1334,EGIO,Edgio Inc,소프트웨어 및 IT서비스,572010
1335,THFF,First Financial Corp,은행,551010
1336,BTWNU,Bridgetown Hldg Units,기타 금융업,556010
1337,CASS,Cass Information Systems Inc,전문 및 상업 서비스,522030
1338,LMACU,Liberty Media Acquisition Units,기타 금융업,556010
1339,SCOAU,ScION Tech Growth I Units,기타 금융업,556010
1340,PMVP,PMV Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1341,BMRC,Bank of Marin Bancorp,은행,551010
1342,BASE,Couchbase Inc,소프트웨어 및 IT서비스,572010
1343,SNDL,SNDL Inc,제약,562010
1344,GCBC,Greene County Bancorp Inc,은행,551010
1345,LGACU,Lazard Growth Acquisition Units,기타 금융업,556010
1346,SLAMU,Slam Units,기타 금융업,556010
1347,MSDAU,MSD Acquisition Units,기타 금융업,556010
1348,TIGR,UP Fintech Holding Ltd ADR Class A,투자은행 및 서비스,551020
1349,EQBK,Equity Bancshares Inc Class A,은행,551010
1350,GTPB,Gores Technology Partners II Inc Class A,기타 금융업,556010
1351,CSWC,Capital Southwest Corp,투자은행 및 서비스,551020
1352,AROW,Arrow Financial Corp,은행,551010
1353,FRPH,FRP Holdings Inc,기타 금융업,556010
1354,KELYA,Kelly Services Inc Class A,전문 및 상업 서비스,522030
1355,BOWX,BowX Acquisition Corp Class A,기타 금융업,556010
1356,COCO,Vita Coco Company Inc,음료,541010
1357,VAQC,Vector Acquisition II Corp Class A,기타 금융업,556010
1358,ZING,Ftac Zeus Acquisition Corp Class A,기타 금융업,556010
1359,NTGR,NETGEAR Inc,커뮤니케이션 및 네트워킹,571020
1360,RADA,Rada Electronic Industries Ltd,커뮤니케이션 및 네트워킹,571020
1361,AMSWA,American Software Inc Class A,소프트웨어 및 IT서비스,572010
1362,PRVB,Provention Bio Inc,생명과학 및 메디컬 리서치,562020
1363,LILM,Lilium NV Class A,우주항공 및 국방,521010
1364,HSII,Heidrick & Struggles International Inc,전문 및 상업 서비스,522030
1365,DWACU,Digital World Acquisition Units,기타 금융업,556010
1366,DYN,Dyne Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1367,SOHU,Sohu.com Ltd ADR,소프트웨어 및 IT서비스,572010
1368,MCBS,Metrocity Bankshares Inc,은행,551010
1369,HAAC,Health Assurance Acquisition Corp Class A,기타 금융업,556010
1370,MBWM,Mercantile Bank Corp,은행,551010
1371,ARQQ,Arqit Quantum Inc,소프트웨어 및 IT서비스,572010
1372,ANGO,AngioDynamics Inc,헬스케어 장비 및 용품,561010
1373,REVHU,Revolution Healthcare Acquisition Units,기타 금융업,556010
1374,OPRA,Opera Ltd ADR,소프트웨어 및 IT서비스,572010
1375,ATAI,ATAI Life Sciences NV,생명과학 및 메디컬 리서치,562020
1376,GSEVU,Gores Holdings VII Units,기타 금융업,556010
1377,GSEV,Gores Holdings VII Inc Class A,기타 금융업,556010
1378,SWIM,Latham Group Inc,화학,511010
1379,TRNS,Transcat Inc,전문 및 상업 서비스,522030
1380,VITL,Vital Farms Inc,식품 및 담배,541020
1381,CHSCO,CHS Cumulative Redeemable Pref Shs Class B,식품 및 담배,541020
1382,ACQR,Independence Holdings Corp Class A,기타 금융업,556010
1383,CHUY,Chuy's Holdings Inc,호텔 및 엔터테인먼트,533010
1384,DXPE,DXP Enterprises Inc,"건설장비 및 대형차, 기차, 배",521020
1385,ADMA,ADMA Biologics Inc,제약,562010
1386,CAN,Canaan Inc ADR,"컴퓨터, 전화 및 가전제품",571060
1387,CVLG,Covenant Logistics Group Inc Class A,화물 및 물류 서비스,524050
1388,PLCE,Children's Place Inc,전문품 상점,534030
1389,GEVO,Gevo Inc,재생에너지,502010
1390,CENT,Central Garden & Pet Co,식품 및 담배,541020
1391,RWAY,Runway Growth Finance Corp,은행,551010
1392,DHIL,Diamond Hill Investment Group Inc Class A,투자은행 및 서비스,551020
1393,JOUT,Johnson Outdoors Inc Class A,레저 상품,532050
1394,HIFS,Hingham Institution For Savings,은행,551010
1395,CHSCL,CHS Cumulative Redeemable Pref Shs Series 4 Class B,식품 및 담배,541020
1396,DGNU,Dragoneer Growth Opportunities III Corp Class A,기타 금융업,556010
1397,CCNE,CNB Financial Corp,은행,551010
1398,VECT,VectivBio Holding AG,제약,562010
1399,INDT,Indus Realty Trust Inc,주택 및 상업용 리츠,601020
1400,BWB,Bridgewater Bancshares Inc,은행,551010
1401,AMOT,Allied Motion Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
1402,STOK,Stoke Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1403,MPB,Mid Penn Bancorp Inc,은행,551010
1404,ZFOX,Zerofox Holdings Inc,소프트웨어 및 IT서비스,572010
1405,INGN,Inogen Inc,헬스케어 장비 및 용품,561010
1406,AEHR,Aehr Test Systems,반도체 및 반도체 장비,571010
1407,INO,Inovio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1408,ANZU,Anzu Special Acquisition Corp I Class A,기타 금융업,556010
1409,AKYA,Akoya Biosciences Inc,헬스케어 장비 및 용품,561010
1410,ONEW,OneWater Marine Inc Class A,레저 상품,532050
1411,HAACU,Health Assurance Acquisition Units,기타 금융업,556010
1412,NUTX,Nutex Health Inc,헬스케어 장비 및 용품,561010
1413,NOTV,Inotiv Inc,생명과학 및 메디컬 리서치,562020
1414,ALXO,ALX Oncology Holdings Inc,생명과학 및 메디컬 리서치,562020
1415,DCRC,Decarbonization Plus Acquisition Corporation III Class A,기타 금융업,556010
1416,SPFI,South Plains Financial Inc,은행,551010
1417,CMLTU,CM Life Sciences III Units,기타 금융업,556010
1418,TBCP,Thunder Bridge Capital Partners III Inc Class A,기타 금융업,556010
1419,FARO,FARO Technologies Inc,전자 장비 및 부품,571040
1420,SWBI,Smith & Wesson Brands Inc,레저 상품,532050
1421,CMBM,Cambium Networks Corp,커뮤니케이션 및 네트워킹,571020
1422,AMRN,Amarin Corporation PLC ADR,생명과학 및 메디컬 리서치,562020
1423,GHRS,GH Research PLC,생명과학 및 메디컬 리서치,562020
1424,OHPA,Orion Acquisition Corp Class A,기타 금융업,556010
1425,CDZIP,Cadiz Depositary Shares,수도 유틸리티,591030
1426,THCH,Th International Ltd,식품 및 담배,541020
1427,CARA,Cara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1428,FINM,Marlin Technology Corp Class A,기타 금융업,556010
1429,SNRH,Senior Connect Acquisition Corp I Class A,기타 금융업,556010
1430,RDFN,Redfin Corp,부동산 운영 관리,601010
1431,GLDD,Great Lakes Dredge & Dock Corp,건설 및 엔지니어링,522010
1432,EZPW,EZCORP Inc Class A,은행,551010
1433,SOND,Sonder Holdings Inc Class A,호텔 및 엔터테인먼트,533010
1434,JOFF,JOFF Fintech Acquisition Corp Class A,기타 금융업,556010
1435,SOUN,SoundHound AI Inc Class A,소프트웨어 및 IT서비스,572010
1436,MOFG,Midwestone Financial Group Inc (IOWA),은행,551010
1437,KZR,Kezar Life Sciences Inc,생명과학 및 메디컬 리서치,562020
1438,CTAQ,Carney Technology Acquisition Corp. II Class A,기타 금융업,556010
1439,AVEO,Aveo Pharmaceuticals Inc,제약,562010
1440,GHIXU,Gores Holdings IX Units,기타 금융업,556010
1441,WISH,ContextLogic Inc Class A,소프트웨어 및 IT서비스,572010
1442,KE,Kimball Electronics Inc,반도체 및 반도체 장비,571010
1443,CFIVU,CF Acquisition IV Units,기타 금융업,556010
1444,EPHY,Epiphany Technology Acquisition Corp Class A,은행,551010
1445,METC,Ramaco Resources Inc,메탈&마이닝,512010
1446,MITK,Mitek Systems Inc,소프트웨어 및 IT서비스,572010
1447,MAAC,Montes Archimedes Acquisition Corp Class A,기타 금융업,556010
1448,BIRD,Allbirds Inc Class A,섬유 및 의류,532020
1449,PACWP,PacWest Bancorp DRC Series A,은행,551010
1450,AVIR,Atea Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1451,TCVA,TCV Acquisition Corp Class A,기타 금융업,556010
1452,ARVL,Arrival SA,자동차 및 자동차 부품,531010
1453,PACX,Pioneer Merger Corp Class A,기타 금융업,556010
1454,ALLK,Allakos Inc,생명과학 및 메디컬 리서치,562020
1455,COOL,Corner Growth Acquisition Corp Class A,기타 금융업,556010
1456,CCCC,C4 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1457,FSBC,Five Star Bancorp,은행,551010
1458,HOL,Holicity Inc,기타 금융업,556010
1459,LCAHU,Landcadia Holdings IV Units,기타 금융업,556010
1460,VERA,Vera Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
1461,WRLD,World Acceptance Corp,은행,551010
1462,NSTG,NanoString Technologies Inc,헬스케어 장비 및 용품,561010
1463,MASS,908 Devices Inc.,헬스케어 장비 및 용품,561010
1464,HCAT,Health Catalyst Inc,헬스케어 장비 및 용품,561010
1465,LUNG,Pulmonx Corp,헬스케어 장비 및 용품,561010
1466,VALU,Value Line Inc,전문 및 상업 서비스,522030
1467,INAQU,Insu Acquisition Corp II,기타 금융업,556010
1468,GRIN,Grindrod Shipping Holdings Ltd,화물 및 물류 서비스,524050
1469,REVH,Revolution Healthcare Acquisition Corp Class A,기타 금융업,556010
1470,LASR,nLIGHT Inc,반도체 및 반도체 장비,571010
1471,DDI,DoubleDown Interactive Co Ltd ADR,호텔 및 엔터테인먼트,533010
1472,BLUE,bluebird bio Inc,생명과학 및 메디컬 리서치,562020
1473,LGST,Semper Paratus Acquisition Corp Class A,기타 금융업,556010
1474,IBCP,Independent Bank Corp (Michigan),은행,551010
1475,ITRN,Ituran Location and Control Ltd,커뮤니케이션 및 네트워킹,571020
1476,SEER,Seer Inc Class A,사무기기,571050
1477,ARCT,Arcturus Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
1478,SBNYP,SIGNATURE 40 DEPOSITARY SHS REPSTG PERP PFD Series A,은행,551010
1479,SMBK,SmartFinancial Inc,은행,551010
1480,AKUS,Akouos Inc,생명과학 및 메디컬 리서치,562020
1481,RMNI,Rimini Street Inc,소프트웨어 및 IT서비스,572010
1482,CISO,Cerberus Cyber Sentinel Corp,소프트웨어 및 IT서비스,572010
1483,FLWS,1-800-Flowers.Com Inc Class A,전문품 상점,534030
1484,TWOU,2U Inc,소프트웨어 및 IT서비스,572010
1485,RMGCU,Rmg Acquisition Iii Units,기타 금융업,556010
1486,CHSCM,CHS Reset Rate Cumulative Redeemable Pref Shs Series 3 Class B,식품 및 담배,541020
1487,TCX,Tucows Inc,소프트웨어 및 IT서비스,572010
1488,TETC,Tech and Energy Transition Corp Class A,기타 금융업,556010
1489,SRRK,Scholar Rock Holding Corp,생명과학 및 메디컬 리서치,562020
1490,TARS,Tarsus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1491,EOLS,Evolus Inc,제약,562010
1492,SRDX,Surmodics Inc,헬스케어 장비 및 용품,561010
1493,NAAC,North Atlantic Acquisition Corp Class A,기타 금융업,556010
1494,AVTE,Aerovate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1495,FMNB,Farmers National Banc Corp,은행,551010
1496,AXGN,AxoGen Inc,헬스케어 장비 및 용품,561010
1497,SMBC,Southern Missouri Bancorp Inc,은행,551010
1498,FDUS,Fidus Investment Corp,다양한 금융서비스,555010
1499,CPSI,Computer Programs and Systems Inc,헬스케어 장비 및 용품,561010
1500,BOWXU,BowX Acquisition Units,기타 금융업,556010
1501,DCRCU,Decarbonization Plus Acquisition III Units,기타 금융업,556010
1502,GTHX,G1 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1503,HMST,HomeStreet Inc,은행,551010
1504,SATL,Satellogic Inc Class A,메탈&마이닝,512010
1505,MSON,Misonix Inc,헬스케어 장비 및 용품,561010
1506,HRTX,Heron Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1507,CYXT,Cyxtera Technologies Inc Class A,소프트웨어 및 IT서비스,572010
1508,LEGH,Legacy Housing Corp,주택건설,532030
1509,PETS,Petmed Express Inc,식품 및 약품소매,543010
1510,ZYXI,Zynex Inc,헬스케어 장비 및 용품,561010
1511,GIG,GigCapital4 Inc,기타 금융업,556010
1512,CRGE,Charge Enterprises Inc,통신 서비스,574010
1513,CLAR,Clarus Corp,레저 상품,532050
1514,ATRA,Atara Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
1515,GTPBU,Gores Technology Partners II Units,기타 금융업,556010
1516,TIPT,Tiptree Inc,기타 금융업,556010
1517,SSTI,Shotspotter Inc,소프트웨어 및 IT서비스,572010
1518,CMPS,Compass Pathways PLC ADR,생명과학 및 메디컬 리서치,562020
1519,KVSA,Khosla Ventures Acquisition Co Class A,기타 금융업,556010
1520,HYZN,Hyzon Motors Inc Class A,"건설장비 및 대형차, 기차, 배",521020
1521,FITBI,Fifth Third Bancorp Depositary Shares Representing 1/1000th Perp Pref Shs,은행,551010
1522,ACGLP,Arch Capital Group Ltd ADR,보험,553010
1523,CPAR,Catalyst Partners Acquisition Corp Class A,기타 금융업,556010
1524,CRMT,America's CAR-MART Inc,전문품 상점,534030
1525,NGMS,NeoGames SA,소프트웨어 및 IT서비스,572010
1526,PPGH,Poema Global Holdings Corp Class A,기타 금융업,556010
1527,HCVI,Hennessy Capital Investment Corp VI Class A,기타 금융업,556010
1528,GTX,Garrett Motion Inc,자동차 및 자동차 부품,531010
1529,WKHS,Workhorse Group Inc,자동차 및 자동차 부품,531010
1530,ALBO,Albireo Pharma Inc,생명과학 및 메디컬 리서치,562020
1531,NDAC,Nightdragon Acquisition Corp Class A,기타 금융업,556010
1532,ROLLP,RBC BEARINGS Pref Shs,"건설장비 및 대형차, 기차, 배",521020
1533,CHW,Calamos Global Dynamic Income Closed Fund,다양한 금융서비스,555010
1534,LIND,Lindblad Expeditions Holdings Inc,호텔 및 엔터테인먼트,533010
1535,MDCA,MDC Partners Inc Class A,미디어 및 출판,533020
1536,IVVD,Invivyd Inc,생명과학 및 메디컬 리서치,562020
1537,ARTNA,Artesian Resources Corp Class A,수도 유틸리티,591030
1538,VTIQ,VectoIQ Acquisition Corp II Class A,기타 금융업,556010
1539,AMYT,Amryt Pharma PLC ADR,제약,562010
1540,GNTY,Guaranty Bancshares Inc,은행,551010
1541,ORGO,Organogenesis Holdings Inc Class A,제약,562010
1542,ALRS,Alerus Financial Corp,은행,551010
1543,TWLV,Twelve Seas Investment Co II Class A,기타 금융업,556010
1544,ZUMZ,Zumiez Inc,전문품 상점,534030
1545,IVCB,Investcorp Europe Acquisition I Corp Class A,기타 금융업,556010
1546,ANIK,Anika Therapeutics Inc,제약,562010
1547,CARE,Carter Bankshares Inc,은행,551010
1548,RBBN,Ribbon Communications Inc,커뮤니케이션 및 네트워킹,571020
1549,TBLD,Thornburg Income Builder Opportunities Trust,다양한 금융서비스,555010
1550,TSAT,Telesat Corp Class A,통신 서비스,574010
1551,EGRX,Eagle Pharmaceuticals Inc,제약,562010
1552,TBLA,Taboola.com Ltd,소프트웨어 및 IT서비스,572010
1553,CPAA,Conyers Park III Acquisition Corp Class A,기타 금융업,556010
1554,ERES,East Resources Acquisition Co Class A,기타 금융업,556010
1555,GLBL,Cartesian Growth Corp Class A,기타 금융업,556010
1556,GAIN,Gladstone Investment Corp,다양한 금융서비스,555010
1557,PHAT,Phathom Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1558,OEPW,One Equity Partners Open Water I Corp Class A,기타 금융업,556010
1559,SCLE,Broadscale Acquisition Corp Class A,기타 금융업,556010
1560,SCOB,ScION Tech Growth II Class A,기타 금융업,556010
1561,FCUV,Focus Universal Inc,소프트웨어 및 IT서비스,572010
1562,HCIC,Hennessy Capital Investment Corp V Class A,기타 금융업,556010
1563,JCIC,Jack Creek Investment Corp. Class A,기타 금융업,556010
1564,TIOA,Tio Tech A Class A,기타 금융업,556010
1565,RXRA,RXR Acquisition Corp Class A,기타 금융업,556010
1566,PTOC,Pine Technology Acquisition Corp Class A,기타 금융업,556010
1567,SFIX,Stitch Fix Inc Class A,소프트웨어 및 IT서비스,572010
1568,DHHC,DiamondHead Holdings Corp Class A,기타 금융업,556010
1569,COLI,Colicity Inc Class A,기타 금융업,556010
1570,HUT,Hut 8 Mining Corp,핀테크,573010
1571,ACAH,Atlantic Coastal Acquisition Corp Class A,기타 금융업,556010
1572,VIGL,Vigil Neuroscience Inc,생명과학 및 메디컬 리서치,562020
1573,GIIX,Gores Holdings VIII Inc Class A,기타 금융업,556010
1574,FMIV,Forum Merger IV Corp Class A,기타 금융업,556010
1575,NGM,NGM Biopharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1576,SCWO,374Water Inc,"건설장비 및 대형차, 기차, 배",521020
1577,TRIN,Trinity Capital Inc,투자은행 및 서비스,551020
1578,ZT,Zimmer Energy Transition Acquisition Corp Class A,기타 금융업,556010
1579,RBB,RBB Bancorp,은행,551010
1580,AGNCP,Agnc Invt 1000 Dep Shs Repstg Cum Red Prf Series F,주택 및 상업용 리츠,601020
1581,HEC,Hudson Executive Investment Corp Class A,기타 금융업,556010
1582,DZSI,DZS Inc,"컴퓨터, 전화 및 가전제품",571060
1583,BPYPM,Brookfield Property Preferred Pref Shs,은행,551010
1584,VSTA,Vasta Platform Ltd Class A,비즈니스교육,631030
1585,BOOM,DMC Global Inc,오일 및 가스 장비 및 서비스,501030
1586,EVLV,Evolv Technologies Holdings Inc Class A,커뮤니케이션 및 네트워킹,571020
1587,GLUE,Monte Rosa Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1588,MLTX,MoonLake Immunotherapeutics Class A,생명과학 및 메디컬 리서치,562020
1589,TBCPU,Thunder Bridge Capital Partners III Units,기타 금융업,556010
1590,ANZUU,Anzu Special Acquisition I Units,기타 금융업,556010
1591,ZINGU,FTAC Zeus Acquisition Units,기타 금융업,556010
1592,LITT,Logistics Innovation Technologies Corp Class A,기타 금융업,556010
1593,CHSCN,CHS Reset Rate Pref Shs Class B Series 2,식품 및 담배,541020
1594,MEKA,MELI Kaszek Pioneer Corp Class A,기타 금융업,556010
1595,BCSA,Blockchain Coinvestors Acquisition Corp I Class A,기타 금융업,556010
1596,PLPC,Preformed Line Products Co,"건설장비 및 대형차, 기차, 배",521020
1597,WVE,WAVE Life Sciences Ltd,생명과학 및 메디컬 리서치,562020
1598,MAACU,Montes Archimedes Acquisition Units,기타 금융업,556010
1599,JMSB,John Marshall Bancorp Inc,은행,551010
1600,DXLG,Destination XL Group Inc,전문품 상점,534030
1601,MMAT,Meta Materials Inc,전자 장비 및 부품,571040
1602,PTGX,Protagonist Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1603,BHFAN,Brighthouse Financial 1000 DS Repstg Non Cum Pfd Ser C,보험,553010
1604,OHPAU,Orion Acquisition Units,기타 금융업,556010
1605,SNRHU,Senior Connect Acquisition I Units,기타 금융업,556010
1606,DTOC,Digital Transformation Opportunities Corp Class A,기타 금융업,556010
1607,AVDL,Avadel Pharmaceuticals PLC ADR,제약,562010
1608,GATE,Marblegate Acquisition Corp Class A,기타 금융업,556010
1609,FINMU,Marlin Technology Units,기타 금융업,556010
1610,QSI,Quantum-Si Inc Class A,반도체 및 반도체 장비,571010
1611,BYTS,BYTE Acquisition Corp Class A,기타 금융업,556010
1612,HCAR,Healthcare Services Acquisition Corp Class A,기타 금융업,556010
1613,QTRX,Quanterix Corp,헬스케어 장비 및 용품,561010
1614,ATAX,America First Multifamily Investors Units,은행,551010
1615,OSPN,OneSpan Inc,통합 하드웨어 및 소프트웨어,571070
1616,JOFFU,JOFF Fintech Acquisition Units,기타 금융업,556010
1617,LSXMB,Liberty Media Corp Series B,미디어 및 출판,533020
1618,CTAQU,Carney Tech Acq II Units,기타 금융업,556010
1619,HDSN,Hudson Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
1620,CECE,CECO Environmental Corp,전문 및 상업 서비스,522030
1621,EPHYU,Epiphany Technology Acquisition Units,은행,551010
1622,LXRX,Lexicon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1623,SENEA,Seneca Foods Corp Class A,식품 및 담배,541020
1624,CCAP,Crescent Capital BDC Inc,다양한 금융서비스,555010
1625,IPAX,Inflection Point Acquisition Corp Class A,기타 금융업,556010
1626,PRSR,Prospector Capital Corp Class A,기타 금융업,556010
1627,GSUN,Golden Sun Education Group Ltd Class A,교육서비스,631010
1628,SVACU,Starboard Value Acquisition Corp,기타 금융업,556010
1629,ACB,Aurora Cannabis Inc,제약,562010
1630,ATLC,Atlanticus Holdings Corp,은행,551010
1631,PFDR,Pathfinder Acquisition Corp Class A,기타 금융업,556010
1632,STRO,Sutro Biopharma Inc,생명과학 및 메디컬 리서치,562020
1633,FMAO,Farmers & Merchants Bancorp Inc,은행,551010
1634,PACXU,Pioneer Merger Units,기타 금융업,556010
1635,PRTH,Priority Technology Holdings Inc,핀테크,573010
1636,MCFT,Mastercraft Boat Holdings Inc,레저 상품,532050
1637,LGO,Largo Inc,우라늄,503010
1638,CYBE,CyberOptics Corp,반도체 및 반도체 장비,571010
1639,COOLU,Corner Growth Acquisition Units,기타 금융업,556010
1640,DCRD,Decarbonization Plus Acquisition Corporation IV Class A,기타 금융업,556010
1641,CMPO,CompoSecure Inc Class A,전문 및 상업 서비스,522030
1642,RRBI,Red River Bancshares Inc,은행,551010
1643,PLMI,Plum Acquisition I Corp Class A,기타 금융업,556010
1644,SHBI,Shore Bancshares Inc,은행,551010
1645,AMNB,American National Bankshares Inc,은행,551010
1646,TGAN,Transphorm Technology Inc,반도체 및 반도체 장비,571010
1647,SMFR,Sema4 Holdings Corp Class A,헬스케어 장비 및 용품,561010
1648,HCMA,HCM Acquisition Corp Class A,기타 금융업,556010
1649,GSRM,GSR II Meteora Acquisition Corp Class A,기타 금융업,556010
1650,DGICA,Donegal Group Inc Class A,보험,553010
1651,SDAC,Sustainable Development Acquisition I Corp Class A,기타 금융업,556010
1652,PFIS,Peoples Financial Services Corp,은행,551010
1653,NWPX,Northwest Pipe Co,메탈&마이닝,512010
1654,CNTA,Centessa Pharmaceuticals PLC ADR,생명과학 및 메디컬 리서치,562020
1655,NEWT,Newtek Business Services Corp,은행,551010
1656,LGTOU,Legato Merger II Units,기타 금융업,556010
1657,MESO,Mesoblast Ltd ADR,생명과학 및 메디컬 리서치,562020
1658,HCNE,Jaws Hurricane Acquisition Corp Class A,기타 금융업,556010
1659,FLIC,First of Long Island Corp,은행,551010
1660,BBBY,Bed Bath & Beyond Inc,전문품 상점,534030
1661,SIER,Sierra Lake Acquisition Corp Class A,기타 금융업,556010
1662,ENTF,Enterprise 4.0 Technology Acquisition Corp Class A,기타 금융업,556010
1663,MCBC,Macatawa Bank Corp,은행,551010
1664,SSAA,Science Strategic Acquisition Alpha Corp Class A,기타 금융업,556010
1665,AGGR,Agile Growth Corp Class A,기타 금융업,556010
1666,DHCA,DHC Acquisition Corp Class A,기타 금융업,556010
1667,PNTG,Pennant Group Inc,헬스케어 업체 및 서비스,561020
1668,HMCO,HumanCo Acquisition Corp Class A,기타 금융업,556010
1669,ARGU,Argus Capital Corp Class A,기타 금융업,556010
1670,SGHT,Sight Sciences Inc,헬스케어 장비 및 용품,561010
1671,BRKH,BurTech Acquisition Corp Class A,기타 금융업,556010
1672,TTCF,Tattooed Chef Inc Class A,식품 및 담배,541020
1673,AIRS,Airsculpt Technologies Inc,헬스케어 업체 및 서비스,561020
1674,POWW,Ammo Inc,우주항공 및 국방,521010
1675,CALT,Calliditas Therapeutics AB ADR,제약,562010
1676,DSKE,Daseke Inc,화물 및 물류 서비스,524050
1677,ACMR,ACM Research Inc Class A,반도체 및 반도체 장비,571010
1678,TETCU,Tech Energy Transition Units,기타 금융업,556010
1679,RSVR,Reservoir Media Inc,미디어 및 출판,533020
